Commit Message,Category
Minimize transient garbage volume by optimized serialization based on the 'Kryo' library * AutoKryo     extension of Kryo to allow classes to control their own registration  trigger registration of associated classes  and deserialize classes without no-arg constructors * KryoBinding     binding for use with BDB that uses AutoKryo serialization for a 2X-4X reduction in byte[] size * UURI     improved serialization via Externalizable and Kryo's CustomSerialization methods * BdbModule     discard deprecated CachedBDBMap option     (getObjectCache) extend with both declaredClass and valueClass (for when map values are specializations of the declared type  as with frontier.allQueues)     adjust type declarations * ObjectIdentityBdbCache     use KryoBinding rather than SerialBinding * CachedBdbMapTest     discarded * BdbFrontier  BdbServerCache  StatisticsTracker     adjust type declarations  objectCache creation * BdbMultipleWorkQueues     use KryoBinding rather than (Recycling)SerialBinding * BdbWorkQueue  CrawlServer  CrawlHost  CrawlURI     add autoregister support * LinkContext     public for kryo registration  ,internal
Minor Change: Transfer second cycle applications to other period functionality,external
Minor fixes: Removed dead code  fixed variable names.\n Also  using normalize method of WeightedIntDocVector when building weighted int doc vectors. We should do the same change to other places in code where there is normalization.,code smell
Minor performance improvements.,external
"Minor rationalisation of engine manager actions

* The bootstrap action no longer imports samples. (This change was made
as samples are now considered an optional feature, so arguably shouldn't
be loaded if they are not being used.)
* The reimportSamples action has been renamed importSamples
* The rebuildSchema action has been deleted, as it is now essentially
the same as bootstrap.
",functional
"Modified Tuple.compareTo() (#1573)

* Implemented ByteArrayComparator and added test codes.

* Modified Tuple.compareTo() and added test codes.

Tuple.compareTo() was not handled correctly. For example, following code used
to output 0, but it should not.

<java>
Tuple tuple1 = new Tuple(user1, 1d);
Tuple tuple2 = new Tuple(user2, 1d);
System.out.println(tuple1.compareTo(tuple2));
</java>

This update tries to fix this issue.

* SortedSet<Tuple> will maintain Redis order (when there is no precision issue).

Recent change in Tuple.compareTo() now allows SortedSet<Tuple> to maintain the
default order of Redis SortedSet as long as the precision issue does not come
into play.

Test codes are added for this feature.

* Test added for multiple elements with same score.

* Test ByteArrayComparatorTest where one array is prefix of another.
Also tests are changed to accept any positive or negative value, not just +1 or -1.
",bugfix
Modified unit test after having removed dead code,code smell
Modify some method calls  so they meet the LimitOffsetQueryData class.,code smell
MongoStore: Refactor to avoid to long methods,code smell
More abstractions in Adapter pattern + exercise for Bridge pattern,internal
More cleanup and following through on better encapsulation of Flags.dimension and Flags.seedlength.,internal
More flexible EC2 user data classes.,code smell
More sophisticated partial indexing which allows decisions based on other fields. Added ValueIf and PojoIf base classes. Fixed a bug in If class inheritance. Added unit test for PojoIf.,internal
More style stuff; use \n line separator always  unify use of log placeholders  fix unit tests that weren't cleaning up files (MAHOUT-217)  remove dead code  redundancies  etc.,code smell
"More work on Copy/Paste feature: still need to implement Lanes and
Pools.
Bug 411421 - Event Definition decorator appears inside Event Label.
Remove useless ""Morph Activity"" context button for Gateways.",bugfix
More work on abstraction.,internal
More work on abstraction.,internal
"More work on term mapper interface. Added in more functionality. Auto annotation according to score received from BioPortal. Clear all mappings.
",functional
Move *MetaData classes to meta subpackage  rename MetaData to ExchangeMetaData,code smell
Move SynchronizationAdapter to support and add compatibility stub,external
"Move calculations of road speed and road class before the RoadMerger. This is a preparation for the compatibility mode that performs the old behaviour with checking the flat access tags.

Probably this breaks the --link-pois-to-ways option which need to be fixed anyhow.

git-svn-id: http://svn.mkgmap.org.uk/mkgmap/branches/mergeroads@2790 25d90789-57f7-4ee0-8453-03a3dfeeeb22
",bugfix
Move enable jobs functionality over to the Jobs class  this also now runs code after everything has been initialized,external
Move shell abstraction into scan service package where it is used,external
Moved MD5 utils from WalkerTest to BaseTest for use by PipelineTests. Moved VariantEval validation from FCPTest to PipelineTest. Cleaned up some duplicate code for writing temp files during tests. Moved FCPTest to playground namespace to match move for FCP.q. Added a basic HelloWorldPipelineTest for the HelloWorld QScript.  Moved duplicated error handling from JobRunners into the FunctionEdge.,code smell
Moved as much duplicate code as possible into a different package.,code smell
Moved data classes to a more suitable package.,code smell
Moved worker thread spawner into new method (NPath Complexity is 80 (max allowed is 50)).,internal
Moved xml document creation into DBMetaData class  from NetKernel accessor.,code smell
Moving functionality to client. Some parts are in stub form  some are not done yet. Xml parsing is in flux,external
Moving setValues() into deserializer as logic shouldn't be within data classes,code smell
Moving some duplicate code into AttachmentUtil,code smell
Much less mockup in the updatetracker  and better performance for the summa integration,external
Multiple categories on tests  category inheritance  production classes in production package.,internal
Multiple code improvements - common-java:DuplicatedBlocks  squid:S00112  squid:S134  squid:MethodCyclomaticComplexity  squid:HiddenFieldCheck  squid:S1172,internal
Multiple code improvements - squid:MethodCyclomaticComplexity  squid:S00119  squid:S134  squid:RedundantThrowsDeclarationCheck  squid:SwitchLastCaseIsDefaultCheck  squid:UselessParenthesesCheck,internal
"NEW - bug 277813: RFC119: NPE when distributing services but no discovery provider is activated
https://bugs.eclipse.org/bugs/show_bug.cgi?id=277813
",bugfix
"NEW - bug 303667: [Discovery][jSLP] Write XML report for tests
https://bugs.eclipse.org/bugs/show_bug.cgi?id=303667
Write to System.out too
",bugfix
"NEW - bug 314999: [Discovery][DNS-SD] Implement IDiscoveryAdvertiser
https://bugs.eclipse.org/bugs/show_bug.cgi?id=314999
Unregister with service properties set",bugfix
"NEW - bug 331878: [Discovery][Zookeeper] Zookeeper unit tests crash the VM with system exit 10 due to FileNotFoundException 
https://bugs.eclipse.org/bugs/show_bug.cgi?id=331878",bugfix
"NEW - bug 420290: Asynchronous Remote Services may support
java.util.concurrent.Future
https://bugs.eclipse.org/bugs/show_bug.cgi?id=420290
Signed-off-by: Markus Alexander Kuppe <bugs.eclipse.org@lemmster.de>

Change-Id: I903caca3f27fba87014ea30fc074fc4c8e7f0c4f
",bugfix
"NEW FEATURE: system properties can depend on other system properties. Simply usage:
mySpecializedPath=@@basePath@@/specialStuff
basePath=/Volumes/aDirectory
Now initializes Log4J, too.


",functional
"NOJIRA

Majority of functionality implemented. Will compile, however, contains bugs. Tested on 2.6.1 with Spring 2.5.1

In this release:
1.) Implemented IWeatherDao to retrieve from data and find locations from AccuWeather.com
2.) Implemented view mode
3.) Implemented edit mode
4.) Implemented test class
5.) Modified domain objects for broad functionality
6.) Added weather images
7.) Sized and added AccuWeather logo

TODO: 
1.) Fix edit mode bugs
2.) Address styling
3.) Add Caching
4.) Implement Yahoo Weather service

git-svn-id: https://source.jasig.org/sandbox/WeatherPortlet/trunk@15140 f5dbab47-78f9-eb45-b975-e544023573eb
",functional
"NOJIRA Adding AJAX functionality to calendar list.

git-svn-id: https://source.jasig.org/portlets/CalendarPortlet/trunk@15518 f5dbab47-78f9-eb45-b975-e544023573eb
",functional
"NOJIRA add search username functionality to ComplexStub dao

git-svn-id: https://source.jasig.org/person-directory/trunk@16467 f5dbab47-78f9-eb45-b975-e544023573eb
",functional
"NXCM-4446: Fixed references to old plugin
NXCM-4446: Bonus point: GAV is used in text messages
NXCM-4444: Fixed compatibility with Maven221
",bugfix
NetCDFReader code to be moved into ExperimentalData class,code smell
"New ""access"" system to replace old ownership system. Access can be granted to build, destroy, and fully interact within any chunk for specific players or factions. Access can also optionally be denied to normal members of the host faction.
Some further info display to go with this feature is yet to come, and further testing for possible bugs is also needed.

Related info:

New FPerm ""ACCESS"" which is granted to faction leaders and officers by default. This FPerm allows you to bypass access restrictions throughout your faction territory, and (along with the ""factions.access"" Bukkit permission below) allows you to change access settings for any chunk owned by your faction.

New permissions:
factions.access - Ability to grant territory access for your faction, if you have the proper ""ACCESS"" FPerm (defaults to leaders and officers only). Added to factions.kit.halfplayer permission kit.
factions.access.any - Ability to grant territory access for any faction on the server. Added to factions.kit.mod permission kit.
factions.access.view - Ability to view territory access info for your own faction. Added to factions.kit.halfplayer permission kit.

New command:
/f access [view|p|f|player|faction=view] [name=you] - view or change the access information for the chunk you are in. If ""view"" or nothing is specified, it will simply display the info. If ""p"" or ""player"" is specified, a player will be granted access, or removed from the list if they were already granted access. If ""f"" or ""faction"" is specified, the same will be done for the specified faction. The name defaults to yourself or your faction if not specified. If your own faction is specified, you will toggle restricted access for the chunk so that normal faction members can be denied access, unless they are in the access list.
Examples:
/f access - view access list, if in your own territory
/f access p SomePlayer - grant access to player ""SomePlayer"" for the current chunk, or remove them from the access list if already there
/f access f - toggle restricted access for the current chunk (since faction name isn't specified, uses your own faction), assuming you're in your own factions territory
",functional
